start,end,type,distance,car
2016-10-31T17:28:06.718255+00:00,2016-10-31T18:13:54.018718+00:00,ending,5,589
2016-10-31T17:28:06.718255+00:00,2016-10-31T18:13:54.018718+00:00,starting,5,589
2016-10-31T17:44:10.801346+00:00,2016-10-31T19:18:05.769983+00:00,ending,21,V0087
2016-10-31T18:14:18.235958+00:00,2016-10-31T19:05:06.772956+00:00,ending,11,1154
2016-10-31T18:34:08.844426+00:00,2016-10-31T18:59:06.937473+00:00,starting,9,BV02646
2016-10-31T18:40:37.257865+00:00,2016-10-31T19:18:22.539894+00:00,starting,9,589
2016-10-31T19:01:54.237869+00:00,2016-10-31T19:27:43.561458+00:00,ending,10,1306
2016-10-31T19:29:22.127270+00:00,2016-10-31T19:55:07.744596+00:00,starting,7,BV02361
2016-10-31T19:52:44.803198+00:00,2016-10-31T20:22:04.347600+00:00,starting,8,1306
2016-10-31T20:05:13.215296+00:00,2016-10-31T20:46:06.857026+00:00,starting,7,1154
2016-10-31T20:28:35.497780+00:00,2016-10-31T21:13:05.803204+00:00,ending,9,1166
2016-10-31T20:33:05.389476+00:00,2016-10-31T20:56:21.880606+00:00,starting,7,BV05159
2016-10-31T20:52:06.449504+00:00,2016-10-31T21:11:57.796343+00:00,starting,12,V0087
2016-10-31T20:53:56.365348+00:00,2016-10-31T21:17:56.597705+00:00,ending,20,1202
2016-10-31T21:03:29.448296+00:00,2016-10-31T21:22:04.329711+00:00,ending,4,V0793
2016-10-31T21:19:49.430666+00:00,2016-10-31T21:59:06.930981+00:00,ending,10,BV05907
2016-10-31T21:43:44.126590+00:00,2016-10-31T22:44:38.189477+00:00,starting,12,V0793
2016-10-31T22:22:22.415480+00:00,2016-10-31T22:50:53.311252+00:00,ending,8,BV05805
2016-10-31T22:43:23.161912+00:00,2016-10-31T23:11:15.737614+00:00,ending,20,338
2016-10-31T23:10:42.610542+00:00,2016-10-31T23:37:06.034683+00:00,starting,12,1202
2016-10-31T23:44:41.047408+00:00,2016-11-01T00:05:07.120678+00:00,starting,14,BV05907
2016-10-31T23:46:57.234198+00:00,2016-11-01T00:11:59.974937+00:00,starting,8,BV05805
2016-11-01T00:50:13.410593+00:00,2016-11-01T01:06:58.166137+00:00,ending,7,V1113
2016-11-01T00:54:19.937816+00:00,2016-11-01T01:56:00+00:00,starting,14,338
2016-11-01T00:57:15.703019+00:00,2016-11-01T01:12:17.909411+00:00,ending,5,838
2016-11-01T01:25:55.203607+00:00,2016-11-01T01:50:31.447976+00:00,ending,19,V0489
2016-11-01T05:29:56.710721+00:00,2016-11-01T05:46:35.193688+00:00,starting,7,V0489
2016-11-01T05:47:27.333115+00:00,2016-11-01T06:07:11.706504+00:00,starting,6,1166
2016-11-01T05:50:54.560874+00:00,2016-11-01T06:10:09.405776+00:00,starting,4,V1113
2016-11-01T06:54:25.560884+00:00,2016-11-01T07:05:34.736205+00:00,starting,3,838
2016-11-01T07:09:41.570698+00:00,2016-11-01T07:33:00+00:00,ending,7,BV01787
2016-11-01T07:56:13.712347+00:00,2016-11-01T08:08:36.845083+00:00,ending,8,V0155
2016-11-01T08:36:32.380498+00:00,2016-11-01T09:02:25.163586+00:00,starting,19,BV01787
2016-11-01T09:05:41.514889+00:00,2016-11-01T09:34:46.474813+00:00,starting,9,V0155
2016-11-01T09:11:33.103127+00:00,2016-11-01T09:29:48.410635+00:00,ending,7,C1776
2016-11-01T09:42:20.054488+00:00,2016-11-01T11:48:21.161739+00:00,starting,18,C1776
2016-11-01T10:26:29.075360+00:00,2016-11-01T10:44:58.677037+00:00,ending,6,BC02338
2016-11-01T11:13:23.114185+00:00,2016-11-01T11:34:14.047980+00:00,starting,4,BC02338
2016-11-01T12:42:44.829006+00:00,2016-11-01T12:57:00.569966+00:00,ending,4,BC02173
2016-11-01T12:47:32.735206+00:00,2016-11-01T13:04:03.951029+00:00,ending,5,BV01497
2016-11-01T12:53:32.213103+00:00,2016-11-01T13:23:20.141513+00:00,ending,6,BV05825
2016-11-01T13:01:15.073663+00:00,2016-11-01T13:24:29.028518+00:00,starting,6,BC02173
2016-11-01T13:32:00.146597+00:00,2016-11-01T13:44:07.252680+00:00,ending,3,495
2016-11-01T13:35:29.202924+00:00,2016-11-01T13:50:04.611407+00:00,ending,2,C1813
2016-11-01T13:47:17.252293+00:00,2016-11-01T14:01:45.920196+00:00,starting,3,BV01497
2016-11-01T13:49:03.063409+00:00,2016-11-01T14:24:21.859905+00:00,starting,7,495
2016-11-01T13:50:23.953141+00:00,2016-11-01T14:17:28.865592+00:00,ending,5,BV02802
2016-11-01T13:57:36.261859+00:00,2016-11-01T14:22:14.870360+00:00,starting,4,BV05825
2016-11-01T14:01:46.883227+00:00,2016-11-01T14:16:13.510155+00:00,ending,3,BV01858
2016-11-01T14:16:10.347003+00:00,2016-11-01T14:54:29.539591+00:00,ending,10,BV05819
2016-11-01T14:25:18.859089+00:00,2016-11-01T14:38:06.656662+00:00,ending,3,V0681
2016-11-01T14:27:56.958862+00:00,2016-11-01T14:41:16.735261+00:00,starting,3,BV02802
2016-11-01T14:38:34.613929+00:00,2016-11-01T15:11:30.761847+00:00,starting,7,BV01858
2016-11-01T15:08:51.813580+00:00,2016-11-01T15:32:59.104691+00:00,ending,5,1281
2016-11-01T15:48:42.290918+00:00,2016-11-01T16:05:44.885345+00:00,ending,4,V0170
2016-11-01T15:54:10.053616+00:00,2016-11-01T16:10:38.124886+00:00,starting,6,C1813
2016-11-01T16:10:36.506890+00:00,2016-11-01T17:01:01.879554+00:00,ending,28,BV05727
2016-11-01T16:30:27.632531+00:00,2016-11-01T17:00:37.485409+00:00,ending,6,BV05932
2016-11-01T16:36:12.918785+00:00,2016-11-01T18:06:22.963183+00:00,ending,20,V0930
2016-11-01T16:52:44.316040+00:00,2016-11-01T17:26:21.874394+00:00,starting,14,1281
2016-11-01T17:45:02.592836+00:00,2016-11-01T18:44:53.544763+00:00,starting,10,V0170
2016-11-01T17:56:45.963069+00:00,2016-11-01T18:37:27.793393+00:00,starting,11,BV05819
2016-11-01T18:07:42.198184+00:00,2016-11-01T18:23:52.185326+00:00,ending,7,BV01615
2016-11-01T18:46:19.848325+00:00,2016-11-01T19:20:06.579646+00:00,starting,12,BV01615
2016-11-01T20:02:21.496730+00:00,2016-11-01T20:27:54.337149+00:00,starting,7,BV05727
2016-11-01T21:01:15.801979+00:00,2016-11-01T21:14:27.508227+00:00,ending,3,1240
2016-11-01T21:09:25.782968+00:00,2016-11-01T21:21:18.988675+00:00,starting,3,BV05932
2016-11-01T21:35:32.695327+00:00,2016-11-01T21:50:55.705072+00:00,starting,4,1240
2016-11-01T21:47:46.481418+00:00,2016-11-01T22:02:43.539048+00:00,ending,4,C1808
2016-11-01T21:57:22.592585+00:00,2016-11-01T22:17:26.450100+00:00,starting,6,V0930
2016-11-01T21:59:32.789867+00:00,2016-11-01T22:16:35.938515+00:00,starting,7,V1056
2016-11-01T22:00:37.931407+00:00,2016-11-01T22:26:39.867704+00:00,ending,8,BV05913
2016-11-01T22:09:44.102624+00:00,2016-11-01T22:38:10.572708+00:00,ending,9,BC02238
2016-11-02T00:01:24.564612+00:00,2016-11-02T00:28:31.810084+00:00,ending,18,BV05856
2016-11-02T00:14:37.900668+00:00,2016-11-02T01:21:20.705576+00:00,ending,27,UV01892
2016-11-02T04:12:26.412280+00:00,2016-11-02T04:25:49.281391+00:00,starting,3,BV05913
2016-11-02T05:19:57.519964+00:00,2016-11-02T05:37:18.496741+00:00,ending,9,1307
2016-11-02T05:21:39.673149+00:00,2016-11-02T05:49:21.433299+00:00,starting,16,BV05856
2016-11-02T05:40:20.549695+00:00,2016-11-02T06:09:36.956948+00:00,ending,14,BV05247
2016-11-02T05:57:47.469714+00:00,2016-11-02T06:09:16.868514+00:00,starting,3,1307
2016-11-02T06:11:02.568165+00:00,2016-11-02T06:40:09.342330+00:00,ending,7,301
2016-11-02T06:31:37.807676+00:00,2016-11-02T06:44:15.474356+00:00,starting,3,V0681
2016-11-02T06:33:36.756956+00:00,2016-11-02T06:53:27.863478+00:00,ending,6,1096
2016-11-02T07:05:15.994429+00:00,2016-11-02T11:08:53.636158+00:00,ending,53,773
2016-11-02T07:51:12.414964+00:00,2016-11-02T08:01:23.226717+00:00,starting,2,1096
2016-11-02T09:09:04.884715+00:00,2016-11-02T09:28:30.343761+00:00,starting,5,301
2016-11-02T10:40:48.908291+00:00,2016-11-02T11:17:51.429605+00:00,ending,2,BV05247
2016-11-02T10:40:48.908291+00:00,2016-11-02T11:17:51.429605+00:00,starting,2,BV05247
2016-11-02T12:00:45.017012+00:00,2016-11-02T12:18:41.315959+00:00,ending,3,466
2016-11-02T12:05:47.539124+00:00,2016-11-02T12:28:29.648474+00:00,ending,6,886
2016-11-02T12:25:10.317409+00:00,2016-11-02T12:53:12.855478+00:00,starting,6,BV05247
2016-11-02T13:01:16.986338+00:00,2016-11-02T13:52:05.109423+00:00,ending,13,BC02122
2016-11-02T13:35:17.917509+00:00,2016-11-02T13:52:04.630225+00:00,starting,4,466
2016-11-02T14:18:58.598121+00:00,2016-11-02T14:54:28.609060+00:00,starting,8,BC02122
2016-11-02T15:22:15.655415+00:00,2016-11-03T02:05:05.532916+00:00,starting,13,886
2016-11-02T15:32:47.146500+00:00,2016-11-02T16:34:47.561656+00:00,starting,13,BC02238
2016-11-02T15:39:02.131560+00:00,2016-11-02T16:03:28.215775+00:00,ending,5,BV01845
2016-11-02T15:48:27.131454+00:00,2016-11-02T16:10:07.479090+00:00,ending,4,1474
2016-11-02T16:45:47.675311+00:00,2016-11-02T17:41:42.499373+00:00,starting,11,BV01845
2016-11-02T16:58:54.624913+00:00,2016-11-02T17:42:10.323968+00:00,ending,7,C1736
2016-11-02T16:59:02.771320+00:00,2016-11-02T17:08:18.522911+00:00,starting,3,773
2016-11-02T17:32:28.426324+00:00,2016-11-02T17:48:59.486970+00:00,ending,2,816
2016-11-02T17:55:58.927662+00:00,2016-11-02T18:18:05.153047+00:00,ending,4,BV05281
2016-11-02T19:51:34.268782+00:00,2016-11-02T20:31:14.246885+00:00,ending,26,1098
2016-11-02T19:54:32.379236+00:00,2016-11-02T20:16:22.780440+00:00,starting,17,UV01892
2016-11-02T20:13:58.940991+00:00,2016-11-02T20:23:55.613004+00:00,starting,3,C1736
2016-11-02T20:22:48.476789+00:00,2016-11-02T20:39:23.835086+00:00,ending,6,V0930
2016-11-02T21:30:22.847142+00:00,2016-11-02T21:48:38.471194+00:00,starting,5,V0930
2016-11-02T21:51:38.376725+00:00,2016-11-02T22:17:00+00:00,ending,17,V1019
2016-11-03T04:01:25.232964+00:00,2016-11-03T04:33:12.401238+00:00,ending,25,V1019
2016-11-03T04:01:25.232964+00:00,2016-11-03T04:33:12.401238+00:00,starting,25,V1019
2016-11-03T06:23:37.486685+00:00,2016-11-03T06:35:53.339998+00:00,starting,3,BV05281
2016-11-03T06:36:17.061468+00:00,2016-11-03T07:11:01.031102+00:00,ending,8,V1019
2016-11-03T06:36:17.061468+00:00,2016-11-03T07:11:01.031102+00:00,starting,8,V1019
2016-11-03T07:03:07.622003+00:00,2016-11-03T07:25:04.419403+00:00,starting,5,1474
2016-11-03T07:31:10.099275+00:00,2016-11-03T08:09:01.615967+00:00,ending,6,1379
2016-11-03T07:56:18.605189+00:00,2016-11-03T08:52:28.538281+00:00,starting,19,V1019
2016-11-03T07:59:48.203728+00:00,2016-11-03T08:25:44.444469+00:00,starting,4,C1808
2016-11-03T08:12:11.535777+00:00,2016-11-03T08:21:39.889196+00:00,ending,2,BV05459
2016-11-03T08:51:34.773975+00:00,2016-11-03T09:15:55.361974+00:00,starting,8,1379
2016-11-03T09:07:31.596253+00:00,2016-11-03T09:24:06.661463+00:00,starting,5,1098
2016-11-03T09:20:05.685950+00:00,2016-11-03T11:33:30.444430+00:00,ending,39,349
2016-11-03T10:01:24.500277+00:00,2016-11-03T10:29:48.424930+00:00,starting,5,BV05459
2016-11-03T10:07:03.036566+00:00,2016-11-03T11:25:04.604491+00:00,ending,27,BV02291
2016-11-03T10:25:39.264397+00:00,2016-11-03T10:49:34.278687+00:00,starting,5,816
2016-11-03T11:27:54.216517+00:00,2016-11-03T12:01:06.636973+00:00,ending,7,V0483
2016-11-03T11:34:24.546659+00:00,2016-11-03T11:47:31.160193+00:00,starting,3,BV02291
2016-11-03T12:22:53.364349+00:00,2016-11-03T12:55:56.949124+00:00,starting,8,V0483
2016-11-03T13:18:14.577841+00:00,2016-11-03T13:46:07.108516+00:00,starting,10,349
2016-11-03T13:21:23.194995+00:00,2016-11-03T13:38:58.521134+00:00,ending,4,BV05927
2016-11-03T13:23:36.692793+00:00,2016-11-03T15:18:44.240051+00:00,ending,7,BC02150
2016-11-03T14:06:42.837541+00:00,2016-11-03T14:39:56.320689+00:00,ending,6,V0072
2016-11-03T14:53:53.995701+00:00,2016-11-03T15:11:55.810762+00:00,starting,4,BV05927
2016-11-03T14:55:02.555543+00:00,2016-11-03T15:17:18.585662+00:00,ending,5,BV01507
2016-11-03T15:44:07.474357+00:00,2016-11-03T16:28:32.029842+00:00,ending,7,1354
2016-11-03T16:27:38.108647+00:00,2016-11-03T17:09:16.191307+00:00,starting,8,BC02150
2016-11-03T16:31:10.849993+00:00,2016-11-03T17:23:19.875903+00:00,ending,8,V1196
2016-11-03T16:36:35.331427+00:00,2016-11-03T17:32:05.495205+00:00,ending,11,V0072
2016-11-03T16:36:35.331427+00:00,2016-11-03T17:32:05.495205+00:00,starting,11,V0072
2016-11-03T16:42:35.566089+00:00,2016-11-03T17:13:05.488504+00:00,starting,6,1354
2016-11-03T16:42:47.425294+00:00,2016-11-03T17:35:21.573895+00:00,ending,10,UV05700
2016-11-03T17:05:14.308781+00:00,2016-11-03T17:28:39.089283+00:00,starting,5,BV01507
2016-11-03T17:07:15.290509+00:00,2016-11-03T17:36:08.190023+00:00,ending,6,557
2016-11-03T18:11:21.321860+00:00,2016-11-03T18:37:13.030608+00:00,ending,6,223
2016-11-03T18:16:03.911530+00:00,2016-11-03T18:32:53.171801+00:00,ending,4,C1743
2016-11-03T18:17:15.183719+00:00,2016-11-03T18:32:17.672812+00:00,starting,4,V1196
2016-11-03T18:38:45.051011+00:00,2016-11-03T19:17:01.683167+00:00,ending,8,291
2016-11-03T18:49:46.067176+00:00,2016-11-03T19:29:51.008452+00:00,starting,12,C1743
2016-11-03T19:16:16.945942+00:00,2016-11-03T19:47:31.521432+00:00,ending,17,V0798
2016-11-03T19:20:48.609845+00:00,2016-11-03T19:32:36.669105+00:00,starting,3,223
2016-11-03T19:25:13.747646+00:00,2016-11-03T19:49:50.304446+00:00,ending,5,V0005
2016-11-03T20:27:55.770483+00:00,2016-11-03T20:55:29.641737+00:00,starting,15,V0798
2016-11-03T20:31:43.920480+00:00,2016-11-03T20:52:39.363533+00:00,ending,6,911
2016-11-03T20:33:03.921982+00:00,2016-11-03T21:03:02.189297+00:00,ending,20,1112
2016-11-03T20:50:20.626806+00:00,2016-11-03T21:34:40.361908+00:00,starting,13,V0005
2016-11-03T20:55:31.816437+00:00,2016-11-03T21:11:29.422448+00:00,starting,4,911
2016-11-03T21:43:36.420240+00:00,2016-11-03T22:05:12.454949+00:00,starting,0,1112
2016-11-03T22:00:26.960158+00:00,2016-11-03T22:12:35.141658+00:00,ending,2,V0120
2016-11-03T22:10:38.741418+00:00,2016-11-03T22:36:10.260582+00:00,starting,0,557
2016-11-03T22:57:13.052344+00:00,2016-11-03T23:38:23.954789+00:00,ending,8,1164
2016-11-03T23:15:08.071647+00:00,2016-11-03T23:36:25.868504+00:00,ending,6,BV05898
2016-11-04T05:14:32.613391+00:00,2016-11-04T05:41:57.038119+00:00,starting,16,V0120
2016-11-04T05:21:25.923904+00:00,2016-11-04T05:38:00.422887+00:00,ending,9,BV05715
2016-11-04T05:51:38.605432+00:00,2016-11-04T06:34:53.864126+00:00,ending,14,BV02532
2016-11-04T06:18:58.119542+00:00,2016-11-04T06:54:52.507084+00:00,starting,8,BV05715
2016-11-04T06:35:35.514905+00:00,2016-11-04T06:46:56.357602+00:00,starting,3,V0072
2016-11-04T06:39:31.156470+00:00,2016-11-04T07:15:34.595601+00:00,ending,8,BV02532
2016-11-04T06:39:31.156470+00:00,2016-11-04T07:15:34.595601+00:00,starting,8,BV02532
2016-11-04T06:40:16.500064+00:00,2016-11-04T07:12:33.992771+00:00,starting,7,BV05898
2016-11-04T06:49:12.139528+00:00,2016-11-04T07:16:10.786968+00:00,starting,5,1164
2016-11-04T07:24:31.475762+00:00,2016-11-04T07:40:09.762710+00:00,starting,3,291
2016-11-04T07:50:30.804349+00:00,2016-11-04T08:42:52.873765+00:00,ending,13,312
2016-11-04T07:55:31.177098+00:00,2016-11-04T08:32:37.303608+00:00,ending,6,V0670
2016-11-04T07:56:04.483927+00:00,2016-11-04T08:33:13.700055+00:00,starting,7,BV02532
2016-11-04T08:06:47.759503+00:00,2016-11-04T09:03:44.779274+00:00,starting,18,UV05700
2016-11-04T08:48:45.434681+00:00,2016-11-04T09:20:46.939228+00:00,starting,10,V0670
2016-11-04T08:56:02.086966+00:00,2016-11-04T09:36:24.278953+00:00,ending,11,BV01514
2016-11-04T09:12:49.656499+00:00,2016-11-04T09:29:47.662815+00:00,starting,4,312
2016-11-04T10:49:52.151360+00:00,2016-11-04T11:44:22.524151+00:00,ending,11,BC02182
2016-11-04T11:08:20.262925+00:00,2016-11-04T11:18:12.609500+00:00,ending,2,BV02809
2016-11-04T11:32:30.508045+00:00,2016-11-04T11:41:59.764335+00:00,starting,2,BV01514
2016-11-04T12:32:24.407224+00:00,2016-11-04T12:53:09.319459+00:00,starting,5,BC02182
2016-11-04T12:33:46.550912+00:00,2016-11-04T12:54:53.795600+00:00,starting,8,BV02809
2016-11-04T15:18:26.635853+00:00,2016-11-04T15:34:15.920612+00:00,ending,3,V1085
2016-11-04T15:39:03.402175+00:00,2016-11-04T15:53:43.569679+00:00,ending,2,BV05928
2016-11-04T16:09:44.859087+00:00,2016-11-04T18:18:20.284938+00:00,ending,10,606
2016-11-04T16:09:44.859087+00:00,2016-11-04T18:18:20.284938+00:00,starting,10,606
2016-11-04T16:17:53.044311+00:00,2016-11-04T17:32:05.402753+00:00,ending,10,BV05792
2016-11-04T16:48:36.274579+00:00,2016-11-04T17:11:13.179390+00:00,starting,5,V1085
2016-11-04T17:01:19.844879+00:00,2016-11-04T17:36:44.540934+00:00,ending,6,BV05301
2016-11-04T17:17:59.564646+00:00,2016-11-04T18:02:06.656954+00:00,ending,9,V0678
2016-11-04T17:22:41.571666+00:00,2016-11-04T17:38:25.382259+00:00,starting,3,BV05928
2016-11-04T17:28:16.186114+00:00,2016-11-04T18:19:20.356221+00:00,ending,6,BV05644
2016-11-04T17:33:38.199418+00:00,2016-11-04T17:56:57.248473+00:00,ending,6,BV01813
2016-11-04T18:00:51.035890+00:00,2016-11-04T18:21:43.781700+00:00,ending,3,BV05202
2016-11-04T18:10:38.668955+00:00,2016-11-04T18:26:33.404456+00:00,ending,3,BV02685
2016-11-04T18:12:38.113926+00:00,2016-11-04T18:31:50.638406+00:00,starting,3,BV05792
2016-11-04T18:17:53.626837+00:00,2016-11-04T18:32:06.951653+00:00,starting,3,V0678
2016-11-04T18:20:43.877149+00:00,2016-11-04T19:14:15.882577+00:00,starting,11,BV01813
2016-11-04T18:59:27.395657+00:00,2016-11-04T19:46:32.359088+00:00,ending,17,V1327
2016-11-04T19:03:11.474906+00:00,2016-11-04T19:26:17.296703+00:00,starting,5,BV05202
2016-11-04T19:04:20.556785+00:00,2016-11-04T19:40:36.267989+00:00,starting,6,BV02685
2016-11-04T19:04:37.619945+00:00,2016-11-04T19:34:50.298990+00:00,ending,6,BV05301
2016-11-04T19:04:37.619945+00:00,2016-11-04T19:34:50.298990+00:00,starting,6,BV05301
2016-11-04T19:07:53.505017+00:00,2016-11-04T19:47:54.209904+00:00,starting,13,606
2016-11-04T19:11:26.982789+00:00,2016-11-04T19:42:03.388324+00:00,ending,6,BV01426
2016-11-04T19:14:25.101442+00:00,2016-11-04T19:36:51.581447+00:00,ending,5,V0629
2016-11-04T19:21:11.445651+00:00,2016-11-04T19:50:14.290870+00:00,starting,8,BV05644
2016-11-04T19:59:57.431989+00:00,2016-11-04T21:35:03.499888+00:00,starting,26,BV01426
2016-11-04T20:40:52.308381+00:00,2016-11-04T21:13:25.336157+00:00,ending,10,279
2016-11-04T20:43:26.688364+00:00,2016-11-04T21:32:37.345310+00:00,ending,20,V0592
2016-11-04T21:00:12.927534+00:00,2016-11-04T21:51:49.879887+00:00,ending,28,172
2016-11-04T21:35:38.543227+00:00,2016-11-04T22:39:20.752162+00:00,starting,14,V1327
2016-11-04T22:08:33.488149+00:00,2016-11-04T22:32:38.508458+00:00,ending,14,V0321
2016-11-04T22:12:06.642257+00:00,2016-11-04T23:00:42.928269+00:00,starting,31,172
2016-11-04T23:43:12.185850+00:00,2016-11-05T00:15:13.899607+00:00,starting,9,V0321
2016-11-05T00:15:20.272409+00:00,2016-11-05T00:47:57.408284+00:00,starting,9,279
2016-11-05T00:43:34.662684+00:00,2016-11-05T01:27:50.895356+00:00,ending,18,1313
2016-11-05T02:31:53.350184+00:00,2016-11-05T03:07:28.749249+00:00,ending,11,BV01841
2016-11-05T06:11:54.815411+00:00,2016-11-05T06:27:44.998929+00:00,starting,4,V0629
2016-11-05T07:03:07.190261+00:00,2016-11-05T07:13:28.943134+00:00,ending,7,BV01534
2016-11-05T07:35:11.150273+00:00,2016-11-05T07:53:36.209365+00:00,starting,3,BV01534
2016-11-05T08:19:48.046226+00:00,2016-11-05T08:37:12.545356+00:00,starting,3,1313
2016-11-05T08:22:45.129457+00:00,2016-11-05T08:45:03.349059+00:00,starting,5,V0592
2016-11-05T08:31:02.049398+00:00,2016-11-05T08:50:33.902674+00:00,ending,6,739
2016-11-05T09:06:37.340062+00:00,2016-11-05T09:20:34.632963+00:00,starting,4,BV01841
2016-11-05T09:10:41.406198+00:00,2016-11-05T09:34:13.599225+00:00,starting,6,739
2016-11-05T09:16:20.821208+00:00,2016-11-05T09:57:34.312555+00:00,ending,9,V0144
2016-11-05T09:31:52.645421+00:00,2016-11-05T09:49:52.737911+00:00,starting,5,BV05301
2016-11-05T09:50:13.251490+00:00,2016-11-05T10:20:45.291634+00:00,ending,7,724
2016-11-05T09:57:01.518957+00:00,2016-11-05T10:23:27.787787+00:00,ending,13,669
2016-11-05T10:20:36.872320+00:00,2016-11-05T11:02:05.911109+00:00,ending,5,212
2016-11-05T10:25:35.081206+00:00,2016-11-05T10:44:41.351026+00:00,ending,4,UV01910
2016-11-05T10:48:24.070428+00:00,2016-11-05T11:17:02.953151+00:00,starting,13,UV01910
2016-11-05T10:51:58.779111+00:00,2016-11-05T11:16:12.093023+00:00,starting,9,724
2016-11-05T11:02:37.719773+00:00,2016-11-05T12:03:06.713741+00:00,starting,8,669
2016-11-05T11:04:05.119516+00:00,2016-11-05T11:14:17.775211+00:00,ending,2,473
2016-11-05T11:10:00.199342+00:00,2016-11-05T11:37:22.705620+00:00,starting,6,V0144
2016-11-05T12:11:38.630185+00:00,2016-11-05T12:33:57.541327+00:00,starting,11,212
2016-11-05T12:13:11.422492+00:00,2016-11-05T12:38:36.593640+00:00,ending,5,V0680
2016-11-05T12:15:36.274217+00:00,2016-11-05T13:38:45.623367+00:00,ending,9,473
2016-11-05T12:15:36.274217+00:00,2016-11-05T13:38:45.623367+00:00,starting,9,473
2016-11-05T12:45:45.029600+00:00,2016-11-05T13:36:10.569990+00:00,ending,5,BV01495
2016-11-05T12:55:18.565750+00:00,2016-11-05T13:14:23.917012+00:00,ending,9,V1062
2016-11-05T12:56:47.769545+00:00,2016-11-05T13:31:20.906288+00:00,ending,8,V0637
2016-11-05T13:02:01.565596+00:00,2016-11-05T13:28:46.356162+00:00,ending,4,BC02343
2016-11-05T13:06:48.499366+00:00,2016-11-05T13:14:01.121561+00:00,starting,1,V0680
2016-11-05T13:19:50.121654+00:00,2016-11-05T15:15:51.698427+00:00,ending,18,V0334
2016-11-05T13:33:04.745015+00:00,2016-11-05T14:13:24.339068+00:00,starting,8,V1062
2016-11-05T13:58:32.504593+00:00,2016-11-05T17:19:46.449947+00:00,starting,77,473
2016-11-05T14:10:54.626624+00:00,2016-11-05T14:43:29.875175+00:00,ending,8,1036
2016-11-05T14:24:53.493654+00:00,2016-11-05T14:47:22.122029+00:00,starting,15,V0637
2016-11-05T14:26:44.298775+00:00,2016-11-05T15:01:28.565636+00:00,ending,7,V0236
2016-11-05T14:30:05.178818+00:00,2016-11-05T14:54:11.174867+00:00,starting,6,BC02343
2016-11-05T14:34:02.590148+00:00,2016-11-05T14:53:53.107240+00:00,ending,6,BV01684
2016-11-05T14:52:00.608264+00:00,2016-11-05T15:17:56.693839+00:00,starting,5,BV01495
2016-11-05T15:00:24.853801+00:00,2016-11-05T15:29:19.212077+00:00,starting,13,BV01684
2016-11-05T15:02:04.668862+00:00,2016-11-05T15:41:50.153664+00:00,starting,11,1036
2016-11-05T15:13:12.985692+00:00,2016-11-05T15:42:03.523949+00:00,ending,11,212
2016-11-05T15:19:52.650255+00:00,2016-11-05T16:09:27.597178+00:00,ending,19,BC02352
2016-11-05T15:33:47.650320+00:00,2016-11-05T16:31:52.113594+00:00,starting,16,V0334
2016-11-05T15:45:30.134542+00:00,2016-11-05T16:16:29.554549+00:00,ending,18,C1769
2016-11-05T15:48:36.364638+00:00,2016-11-05T16:02:54.462315+00:00,ending,4,751
2016-11-05T16:20:33.294257+00:00,2016-11-05T16:44:42.649003+00:00,starting,5,751
2016-11-05T16:21:57.959850+00:00,2016-11-05T17:31:59.102545+00:00,ending,6,BC02352
2016-11-05T16:21:57.959850+00:00,2016-11-05T17:31:59.102545+00:00,starting,6,BC02352
2016-11-05T16:41:26.025304+00:00,2016-11-05T17:10:39.434550+00:00,ending,4,878
2016-11-05T16:50:26.577045+00:00,2016-11-05T17:32:20.498848+00:00,starting,6,212
2016-11-05T17:05:10.501998+00:00,2016-11-05T17:20:45.656570+00:00,starting,4,V0236
2016-11-05T17:10:15.838769+00:00,2016-11-05T17:39:00.825080+00:00,ending,5,BV02831
2016-11-05T17:26:32.445243+00:00,2016-11-05T18:37:32.534847+00:00,ending,16,BV01459
2016-11-05T17:40:06.987371+00:00,2016-11-05T18:23:26.040626+00:00,starting,6,878
2016-11-05T17:44:48.315002+00:00,2016-11-05T18:06:12.707554+00:00,ending,4,UV05506
2016-11-05T17:55:40.093278+00:00,2016-11-05T18:27:11.201342+00:00,starting,6,C1769
2016-11-05T18:15:17.970371+00:00,2016-11-05T18:51:00.290184+00:00,starting,7,BV02831
2016-11-05T18:17:11.522214+00:00,2016-11-05T18:41:23.150843+00:00,ending,4,BV01633
2016-11-05T18:32:42.908453+00:00,2016-11-05T19:32:29.232964+00:00,starting,10,BC02352
2016-11-05T18:36:28.047003+00:00,2016-11-05T19:35:36.628651+00:00,ending,2,1381
2016-11-05T18:46:16.053431+00:00,2016-11-05T19:16:20.144817+00:00,ending,11,V1329
2016-11-05T18:55:53.144677+00:00,2016-11-05T19:19:46.815043+00:00,ending,5,V0731
2016-11-05T19:10:26.912428+00:00,2016-11-05T19:42:27.851285+00:00,starting,5,BV01633
2016-11-05T19:17:25.034546+00:00,2016-11-05T19:39:44.143946+00:00,starting,5,BV01459
2016-11-05T19:22:33.479618+00:00,2016-11-05T19:39:25.055804+00:00,starting,4,V0731
2016-11-05T19:25:22.417293+00:00,2016-11-05T19:57:03.613578+00:00,starting,7,V1329
2016-11-05T19:26:27.395882+00:00,2016-11-05T19:47:40.506570+00:00,ending,8,V0541
2016-11-05T19:38:52.158423+00:00,2016-11-05T19:58:25.044806+00:00,ending,10,BV02752
